,region,with_gdp,trend_model,lag,periods,MAE,RMSE,Max_error,MASE
861,NAQ,True,ARIMA,8,3,88.62587171279097,102.24502090718971,0.09238727337849187,14.787453060943966
862,NAQ,True,ARIMA,8,4,35.53444023222881,48.90370473203115,0.056574907478387636,17.548994277928752
863,NAQ,True,ARIMA,8,5,114.7316938462928,133.45253921762725,0.10583481399237121,10.64245675745708
864,NAQ,True,ARIMA,8,6,56.330304115581676,82.9985046642099,0.09701124392321349,15.136603201638744
865,NAQ,True,ARIMA,9,2,113.57915291685003,127.82056035097163,0.09230152976047304,12.646382320063227
866,NAQ,True,ARIMA,9,3,88.62587171280124,102.2450209072023,0.09238727337850429,14.787453060943905
867,NAQ,True,ARIMA,9,4,50.725830892803,65.1268782386576,0.05970545170024293,17.238839418300984
868,NAQ,True,ARIMA,9,5,107.30977796706124,125.23052688089071,0.08698077217297052,10.462933669231635
869,NAQ,True,ARIMA,9,6,55.22561408823314,85.32033143821747,0.09592492067407203,15.331329620582808
870,NAQ,True,ARIMA,10,2,113.57915291684726,127.82056035096873,0.09230152976047039,12.646382320063244
871,NAQ,True,ARIMA,10,3,88.62587171279938,102.24502090719909,0.09238727337849956,14.787453060943932
872,NAQ,True,ARIMA,10,4,50.72583089271035,65.12687823851056,0.05970545169998548,17.238839418301254
873,NAQ,True,ARIMA,10,5,114.78390416334737,130.2803985739085,0.09360928185374309,10.572207107783298
874,NAQ,True,ARIMA,10,6,48.801726294820895,79.44096768638249,0.09236815845433193,15.497480695515438
875,NAQ,True,ARIMA,11,2,113.57915291684924,127.82056035097082,0.09230152976047243,12.646382320063221
876,NAQ,True,ARIMA,11,3,88.62587171279661,102.24502090719635,0.09238727337849818,14.78745306094396
877,NAQ,True,ARIMA,11,4,50.72583089268668,65.12687823851776,0.059705451700048595,17.238839418301225
878,NAQ,True,ARIMA,11,5,125.63392362619129,143.40270579045315,0.1109853899506968,10.590361847637446
879,NAQ,True,ARIMA,11,6,51.496952729092534,85.03284633146232,0.10189481735890382,15.443901424075607
880,NAQ,True,ARIMA,12,2,104.82062944734339,117.69669047932122,0.08429794444793041,12.740245539311076
881,NAQ,True,ARIMA,12,3,126.04063284587433,147.33077803151437,0.1368737203986993,14.911550036990818
882,NAQ,True,ARIMA,12,4,35.20897938760501,47.91861356679266,0.05078193893903774,17.96546907176575
883,NAQ,True,ARIMA,12,5,120.08914453183972,139.2943362196318,0.10475655688279656,10.970580458647811
884,NAQ,True,ARIMA,12,6,66.72144287385436,95.76342514126902,0.10046447439670768,15.35396857322843
885,NAQ,True,ARIMA,13,2,99.99736632855142,111.72040556218802,0.08096452795740468,12.966747741438175
886,NAQ,True,ARIMA,13,3,120.9639088710173,141.79310371779096,0.13030336415414442,15.170164195304785
887,NAQ,True,ARIMA,13,4,33.64444099736573,50.652685699857805,0.05356399186415405,17.804490518275248
888,NAQ,True,ARIMA,13,5,135.57647727468182,154.17389973496577,0.10976231687443827,10.85995122734573
889,NAQ,True,ARIMA,13,6,63.24058746709992,89.60442667003366,0.0817284446889786,15.090875134026048
890,NAQ,True,ARIMA,14,2,99.78333179730305,112.68612151323174,0.0874729307154311,12.81006178491007
891,NAQ,True,ARIMA,14,3,115.10480976001485,135.99153791776274,0.1273651987731254,15.246042621036064
892,NAQ,True,ARIMA,14,4,29.692530775755188,38.93879345475796,0.03824807785120526,17.61079470843536
893,NAQ,True,ARIMA,14,5,139.04071172040392,157.67096821841528,0.11520605554338327,10.879815263107675
894,NAQ,True,ARIMA,14,6,94.39723109063407,112.1867034675044,0.10113838229843367,14.136004674674655
895,NAQ,True,ARIMA,15,2,98.88006047387432,111.30076643082928,0.08712622373857196,12.87343876778141
896,NAQ,True,ARIMA,15,3,108.80993079248493,128.566189019957,0.11883498111578575,15.314743344200402
897,NAQ,True,ARIMA,15,4,46.77794936024597,56.88163467570792,0.06259560303740312,17.934700864505572
898,NAQ,True,ARIMA,15,5,138.43771188412845,164.4245024344923,0.15255122289351372,11.090285244990115
899,NAQ,True,ARIMA,15,6,109.98768613206012,126.24084289887618,0.09761989377122951,15.394388371619401
900,ARA,False,Holt,1,2,99.40482140545653,111.96340945231451,0.07259313714483122,5.034427720664371
901,ARA,False,Holt,1,3,151.97159485437652,179.72298049099797,0.16612178037972392,4.919894427280578
902,ARA,False,Holt,1,4,79.97830174283204,101.01961440796596,0.08916145705723214,2.7648854262178166
903,ARA,False,Holt,1,5,139.94222855410956,158.29941283865355,0.11738550352665646,3.455236086299779
904,ARA,False,Holt,1,6,244.3720516864784,263.013034486442,0.17737937518261399,4.4168365125245135
905,ARA,False,Holt,2,2,109.04600735933747,119.93267074962363,0.07638919144132743,5.083460240091063
